text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
@gosteitha não se vira sapatão, apenas se descobre aksjakajhs;1;0;0;0;0;1;0;0;0;0;0;0
"""Quem não conheça as fufas que as compre"" foi a melhor frase que disse hoje, fds";1;0;0;0;0;1;0;0;0;0;0;0
RT @TonhoDrinks: A mulher virou a principal massa de manobra globalista. Nunca foram tão usadas. Culpa de muita propaganda e prepotência.;1;1;0;0;0;0;0;0;0;0;0;0
As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH;1;0;0;0;0;1;0;0;0;0;0;0
RT @arqmonicamendes: Acorda mulher burra: feminismo não é afrontar nudez, mas respeitar seu corpo quando o homem só quer usar você e, depoi _;1;1;0;0;0;0;0;0;0;0;0;0
Deus ta vendo vcs acordando cedo só pra torcer pra casal de sapatão burras #vipdirecto;1;0;0;0;0;1;0;0;0;0;0;0
RT @girlslkgirls: mulher é tão bom que se na próxima vida eu nascer mulher de novo com certeza vou ser sapatão mais uma vez sem pensar duas _;1;1;0;0;0;1;0;0;0;0;0;0
RT @thatdiogo: é por isto q adoro fufas  https://t.co/BdGYXdnW10;1;0;0;0;0;1;0;0;0;0;0;0
@Nai_oli88 o que eu conheço de sapatão racista.....;1;0;0;0;0;1;0;0;0;0;0;0
Os países mais solidários são os mais pobres, mais abertos aos refugiados. A Europa se fecha. O Velho Mundo não é mais o mesmo...;1;0;0;0;0;0;0;0;0;0;1;0
@Homemdeverdade não usa capa de chuva,  @Homemdeverdade nada em tsunami !;1;1;0;0;0;0;0;0;0;0;0;0
porra, agora só semana que vem o celular.. mulher burra do carai;1;1;0;0;0;0;0;0;0;0;0;0
@5gu @caiquepala AAAA, gorda do caralho.;1;1;1;0;0;0;0;0;0;0;0;0
confirmado 100% que aquela @ que eu falei é sapatao;1;0;0;0;0;1;0;0;0;0;0;0
Feliz dia da: Gorda, da feia, da magrela, da bruxa, da velha, da frágil, da empregada...;1;1;1;0;0;0;0;0;0;0;0;0
"Se vc tem um namorado que diz que não olha para as gostosas e que
não bate umazinha nunca! FUJA: é uma franguinha sem caráter !!!";1;1;0;0;0;0;0;0;0;0;0;0
RT @olhosvioleta_: Feliz dia das mulheres para todas as minhas seguidoras lindas e maravilhosas!  meu twitter parece um jardim: só tem flo _;1;1;0;0;0;0;0;0;0;0;0;0
"Um novo dia é uma página em branco na sua vida. Escreva apenas o que vale a pena. 
Bom dia!";0;0;0;0;0;0;0;0;0;0;0;0
"+q julga a amiguinha d burra so pq ela se arruma e n segue o esteriotipo, q axa q tem ""mulher q preste x mulher q n presta"" etc etc PAREM";1;1;0;0;0;0;0;0;0;0;0;0
@5gu @caiquepala Tinha que ser gorda, né?;1;1;1;0;0;0;0;0;0;0;0;0
Quando você tem dúvida se hj vai sair de sapatao trevosa ou hetero mocinha @milla_canazar @brendadsbf https://t.co/ExyLcXoCjX;1;0;0;0;0;1;0;0;0;0;0;0
gorda e feia;1;1;1;0;0;0;0;0;0;0;0;0
@AdemirAlvim eu tenho conhecimento dessa doutrinação nas escolas... Uma triste realidade no Brasil e no mundo!;0;0;0;0;0;0;0;0;0;0;0;0
@joanaccbarbosa @t4keshy sim mas n gosto de fufas.;1;0;0;0;0;1;0;0;0;0;0;0
nao deu pra carregar meu passe pq a mulher do setuf eh uma burra;1;1;0;0;0;0;0;0;0;0;0;0
União Europeia quer multar países que não abrigarem refugiados. Entendem agora porque tudo isso vai ruir?#Europaxit;1;0;0;0;0;0;0;0;0;0;1;0
"Fico imaginando se o @omelete realmente acha que se mulheres negras q não ""chegaram lá"" por sofrerem racismo são ""vitimistas"".";1;1;0;1;0;0;0;0;0;0;0;0
RT @_Renzzi: Mulher burra me da nojo!;1;1;0;0;0;0;0;0;0;0;0;0
RT @teresa9teixeira: As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH;1;0;0;0;0;1;0;0;0;0;0;0
Como se ser gorda te faz ser feia, teu cu;1;1;1;0;0;0;0;0;0;0;0;0
é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos;1;0;0;0;0;1;0;0;0;0;0;0
"RT @PanichiRaphael: Lembrem-se FemiNazis:
No Oriente Médio e no mundo muçulmano onde reina a Sharia não houve dia internacional da Mulher _";1;1;0;0;1;0;0;0;0;0;0;0
"""Oi, nós somos sapatão"" KKKKKKKKKKKKKKKKKK";1;0;0;0;0;1;0;0;0;0;0;0
RT @CusquicesFufas: Fufas trocam alma por pão fofo !;1;0;0;0;0;1;0;0;0;0;0;0
RT @ezvenus_: Incrível a facilidade que sapatao tem pra namorar;1;0;0;0;0;1;0;0;0;0;0;0
as fufas celebram o dia da mulher?;1;0;0;0;0;1;0;0;0;0;0;0
esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele que ta sofrendo la;1;0;0;0;0;0;0;0;0;0;1;0
Ai vc chega no colegio super cansada do trabalho e curso e encontra o grupinho das sapatao falando de ex. Se uma coisa que sapatao tem é ex.;1;0;0;0;0;1;0;0;0;0;0;0
RT @spitittout: Desde qnd é que um preto pode ter mais dinheiro que um branco, sem sentido https://t.co/HyTvpa1xcG;1;0;0;1;0;0;0;0;0;0;0;0
"""Há homens que têm patroa.
Há homens que têm mulher.
E há mulheres que escolhem o que querem ser."" #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
@RaquelRangel0 menina se não fosse o movimento feminista nem existiria o dia da mulher deixa de ser burra;1;1;0;0;0;0;0;0;0;0;0;0
@pj_igor os negros não vão gostar.;1;0;0;1;0;0;0;0;0;0;0;0
"Quanto amor meu deus  
09/03/17 10:12:01: Sapatao : Fala amor da minha vida. Meu coração fora do corpo";1;0;0;0;0;1;0;0;0;0;0;0
Porra, sou muito burra... Sempre esqueço coisas que nenhuma mulher esqueceria;1;1;0;0;0;0;0;0;0;0;0;0
@jotap_rios samba é cultura negra. independente se o negro não saiba sambar. brancos podem sambar, mas não podem representar o samba.;1;0;0;1;0;0;0;0;0;0;0;0
"RT @solwdive: usa termos como ""mariquice"" e relacionar isso com o ""Islão invasor"" e ainda se pergunta porque não dão tempo de antena ao seu _";1;0;0;0;0;1;0;1;0;0;0;0
@mariaa_msj não quero, assim eu seria a feia e gorda do casal;1;1;1;0;0;0;0;0;0;0;0;0
tem mulher que e burra invés de seguir em frente anda pra  trás pra cometer o mesmo erro ;1;1;0;0;0;0;0;0;0;0;0;0
#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2;1;1;1;0;0;0;0;0;0;0;0;0
VOU PROCURAR MINHA FOTO CM ELE MAIS EU ERA MT FEIA E GORDA;1;1;1;0;0;0;0;0;0;0;0;0
Minha filha Ivanka tem sido muito mal tratada pela @Nordstrom. Ela é uma grande pessoa -- sempre me motivando a faz _ https://t.co/0mW2oexqs8;0;0;0;0;0;0;0;0;0;0;0;0
Agora não entendo mais nada branco não pode namorar com negra ? Ue ? Mais vão termina o colégio e pega uma vaga no Mac!!! Valeu;1;0;0;1;0;0;0;0;0;0;0;0
"Para ler. ""O Islão tem um problema com a mulher.""
 https://t.co/4FRtxqXUsq";0;0;0;0;0;0;0;0;0;0;0;0
Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!;1;1;0;0;0;0;0;0;0;0;0;0
#CampusParty! Esse lugar que deve feder espinha azeda que passou da validade, tem menos mulher do que um vale tudo em Juazeiro !;1;1;0;0;0;0;0;0;0;0;0;0
"#OBomDeSerBrasileiroÉ que pelo menos nao vem refugiados do Oriente médio pra k
os caras nao sao burro";1;0;0;0;0;0;0;0;0;0;1;0
"""Deus criou a mulher de uma costela, de um osso torto. Se procurares endireitá-la, quebrará. Tenham pois paciência c elas."" #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
Uma #MulherDeVerdade prefere amor, tesão, envolvimento a preconceitos.;1;1;0;0;0;0;0;0;0;0;0;0
@killercookie77 ela é sapatao? So perguntando pq vou incluir no meu tcc;1;0;0;0;0;1;0;0;0;0;0;0
Tem mulher que termina o namoro, fica gorda fica feia palida.. tem umas que e diferente, fica gostosaaa, linda, maravilhosa.. ;1;1;1;0;0;0;0;0;0;0;0;0
VAGABUNDO CHEGA AGARRANDO AS MENINA SEJEM CAVALHEIROS: OLA TUDO BEM VOCÊ É LINDA SEUS LABIOS DEVEM TER GOSTO DE MÉL VAMOS CONSTITUIR FAMILIA;0;0;0;0;0;0;0;0;0;0;0;0
CAMPEONATO ESTADUAL É IGUAL A OLHO AZUL EM GORDA (SERVE PRA NADA) E  AINDA ME FAZEM TORCIDA ÚNICA NO CLÁSSICO. KHEDIRA TABELANDO NA ÁREA...;1;1;1;0;0;0;0;0;0;0;0;0
@franmoraes2 PArece que tá morrendo né? Liga naum, tem um cachorro aqui no prédio que sempre confundo com uma foda.. rs;0;0;0;0;0;0;0;0;0;0;0;0
minha mulher está ministrando um curso de atualização para secretárias do lar no RJ, onde já se viu pendurar pano de prato no ombro!!!;1;1;0;0;0;0;0;0;0;0;0;0
RT @Joao_Marcos865: #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _;1;0;0;0;0;0;0;0;0;0;1;0
E o detalhe, é que eu odeio a professora da aula de hoje! Puta mulher chata e burra;1;1;0;0;0;0;0;0;0;0;0;0
RT @New_Delia: Países ricos não aceitam refugiados. Estão certíssimos. https://t.co/TbLOkymjZx;1;0;0;0;0;0;0;0;0;0;1;0
"e eu q respondi meu primo como se fosse meu aniversario? ""feliz dia da mulher clarinha"" ""brigadaa tudo em dobro"" (????) kk cuidado c a burra";1;1;0;0;0;0;0;0;0;0;0;0
Deu acidente aqui na esquina de casa e só da pra ouvir os pedreiros gritando chamando a mulher de burra kkkkkkk;1;1;0;0;0;0;0;0;0;0;0;0
fábio esta na minha frente e parece uma sapatão masculina;1;0;0;0;0;1;0;0;0;0;0;0
"RT @edmilsonpapo10: Suplicy implorou por uma reunião com Dilma, mas nunca foi atendido...
Marcelo Odebrecht teve mais de 100 reuniões com D _";0;0;0;0;0;0;0;0;0;0;0;0
RT @alexandregarcia: Uma brasileira é estuprada a cada 11 minutos e não reagimos nem nos escandalizamos. Mas nos preocupamos com a american _;0;0;0;0;0;0;0;0;0;0;0;0
Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá;1;1;0;0;0;0;0;0;0;0;0;0
@GiovannAmanda A maioria dos argumentos dos fans do Bolsonaro é que toda feminista é feia, cabeluda, gorda etc;1;1;1;0;1;0;0;0;0;0;0;0
Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !;1;0;0;0;0;0;0;0;0;0;1;0
#SerMulherÉ nascer num corpo de mulher;1;1;0;0;0;0;0;0;0;0;0;0
"Dia desses apareceu uma propaganda aqui na minha TL sobre trans serem versões piratas de mulher e eu fiquei apenas ""wtf"" gente burra";1;1;0;0;0;0;0;0;0;0;0;0
RT @dykerspt: Bom dia sapatão ;1;0;0;0;0;1;0;0;0;0;0;0
@Tunorsa eu quis dizer que tem mulher que é burra, a outra que dá valor, a que é trouxa e etc;1;1;0;0;0;0;0;0;0;0;0;0
Homem que é homem brinca de girocóptero no banheiro da casa da sogra.;1;1;0;0;0;0;0;0;0;0;0;0
@homemdeverdade não precisa de #lingerieday, puta parada de Barangas-Nerds atrás de rolas virgens! Pra isso tem sites pornôs bem melhores...;1;1;0;0;0;0;0;0;0;0;0;0
RT @MonikaSouzaS: Só eu acho (muito) esquisito essas mulheres todas artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo;1;1;0;0;0;0;0;0;0;0;0;0
"""As melhores mulheres são as que querem trepar com você, e as piores são as que não querem."" - Lemmy - Motörhead - @homemdeverdade";1;1;0;0;0;0;0;0;0;0;0;0
~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER;1;1;0;0;0;0;0;0;0;0;0;0
O orgulho hetero é tão válido quanto o orgulho homo. Se um pode ter orgulho por que o outro não? #orgulhohetero;1;0;0;0;0;1;0;0;0;0;0;0
RT @frasesdegays: se você não tem uma prima sapatão, a prima sapatão é você;1;0;0;0;0;1;0;0;0;0;0;0
Deveriam decaptar! Já qdo @LulapeloBrasil chama a militância sapatão de grelo duro, deveria ser beatificado. https://t.co/EJsaATZwus;1;0;0;0;0;1;0;0;0;0;0;0
Mundo de fufas não é mesmo para mim;1;0;0;0;0;1;0;0;0;0;0;0
em glee quando cantaram run the world e eu babei pela heather Morris nitidamente como eu nao sabia que eu era sapatao gente eu tombei;1;0;0;0;0;1;0;0;0;0;0;0
Tá passando o jogo mulher, pô https://t.co/60ugbsi6Em;1;1;0;0;0;0;0;0;0;0;0;0
@ramonsm16 ela é mais legal eu sei. Só que ela é feia e gorda...;1;1;1;0;0;0;0;0;0;0;0;0
"[9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza ";1;0;0;0;0;1;0;0;0;0;0;0
Pq sapatao paga tanto pau pra kristen stewart???? Sinceramente acho ela bem sem gracinha;1;0;0;0;0;1;0;0;0;0;0;0
Ser liga tem mulher que ser faz de burra ;1;1;0;0;0;0;0;0;0;0;0;0
PASSA A LINGUIÇA, MAS QUANDO FOR PRA CASAR ACHE UMA MENINA DE RESPEITO NÃO AS MARMITA  #JoaquinResponde https://t.co/wHjd9f0W1W;1;1;0;0;0;0;0;0;0;0;0;0
"PODE SER GORDA 
PODE SER FEIA 
SO NÃO PODE SER GORDA E FEIA";1;1;1;0;0;0;0;0;0;0;0;0
"BANDIDO BOM EH BANDIDO MORTO
VIVA CUNHAA";1;0;0;0;0;0;0;0;0;1;0;0
tecnica em automaçao mas eu nao consegui e nao e pq sou burra e nao fui boa o suficiente nas provas de pré- requesito e sim pq sou mulher;1;1;0;0;0;0;0;0;0;0;0;0
"Acabei de comemorar o dia Internacional da Mulher... lavando a louça!
#DiadaMulher";1;1;0;0;0;0;0;0;0;0;0;0
"Parabéns Mulheres de verdade
Mulher inteligente faz de seus dramas verdadeiras histórias
A mulher burra de suas his _ https://t.co/Nrw8KkpUpq";1;1;0;0;0;0;0;0;0;0;0;0
"""Você tá gorda demais, tá feia""
""Eu te amo, mas você precisa se arrumar mais""";1;1;1;0;0;0;0;0;0;0;0;0
RT @MeuPaiAusente: Feministas podem esperar o dia as crianças e as trans podem esperar o dia da mentira para comemorarem. #DiaDaMulher;1;1;0;0;1;0;0;0;0;0;0;0
@isisrsrs eu tb mas fazer o que ne não pode matar que nooooossa;0;0;0;0;0;0;0;0;0;0;0;0
"feliz dia das mães pras mães de verdade 
#NaoAoAborto";1;1;0;0;0;0;0;0;0;0;0;0
RT @melborba95: isto realmente eh uma grande rede de fufas;1;0;0;0;0;1;0;0;0;0;0;0
homem que é homem só conhece dois cheiros de mulher: o bom e o ruim.;1;1;0;0;0;0;0;0;0;0;0;0
meu deus quanta gente burra nesse mundo pqp, mulher que tem um pensamento desse vai passar a vida inteira lavando louça p macho;1;1;0;0;0;0;0;0;0;0;0;0
"Não gosta de ""bater papo"" no MSN. Ele responde porque os outros falam. Nem tem tempo pra frescura.";1;1;0;0;0;0;0;0;0;0;0;0
"Mulheres no dia das mulheres: SOMOS TODAS BONITAS 
No resto do ano : ""aquela gaja é mesmo feia e gorda vê-se mesmo _ https://t.co/LsBmMzCowB";1;1;1;0;0;0;0;0;0;0;0;0
"@Estadao Era as feminista que são capachos do lulopetismo.
Lugar de mulher é onde ela quiser.
Lugar de feminista é onde a Esquerda mandar";1;1;0;0;1;0;0;0;0;0;0;0
@joaohamu :) lindooooooo, eu que reviso.. da uma lida quando puder;0;0;0;0;0;0;0;0;0;0;0;0
"Venero toda a mulher é a causa do nascimento
Mas há querida muito gira e muito burra ao mesmo tempo";1;1;0;0;0;0;0;0;0;0;0;0
@catracalivre As mulheres que não têm o apoio das feministas: aquelas que lutam contra os ditadores da Esquerda! https://t.co/15MWdmzZUD;1;1;0;0;1;0;0;0;0;0;0;0
"As feministas me odeiam
Não se preocupem, eu odeio elas também...";1;1;0;0;1;0;0;0;0;0;0;0
@tathiane_viSccp essa mulher é burra demais ou se faz? pqp;1;1;0;0;0;0;0;0;0;0;0;0
#LittleMix VC q por  acaso acha q Jesy é feia, gorda, se parece com a mulher do Chuck VC esta cego com problemas me _ https://t.co/oiIN74x12O;1;1;1;0;0;0;0;0;0;0;0;0
Seja piriguéte e nos conquiste no ato. Se dê o valor e nos conquiste por toda uma vida.;1;1;0;0;0;0;0;0;0;0;0;0
minha diversão pós trabalho é discutir com fã de #karamel no @youtube e ganhar mais de 100 likes das sapatão.;1;0;0;0;0;1;0;0;0;0;0;0
"RT @alex_borges: ""Mulheres são minoria nos cursos de engenharia!"", denuncia a feminazi que quer escolher sua profissão por você.";1;1;0;0;1;0;0;0;0;0;0;0
MULHER BURRA DA PORRA;1;1;0;0;0;0;0;0;0;0;0;0
@mariolemes Vc é @homemdeverdade ? E tem Twitter ?;1;1;0;0;0;0;0;0;0;0;0;0
quando alguém te chamar de gordo não ligue você é maior que tudo isso;1;0;1;0;0;0;0;0;0;0;0;0
@BalaaTreem E tão sapatão que não sabe oq é pauuuuu;1;0;0;0;0;1;0;0;0;0;0;0
Canso de ver um monte de cara burro pagando de machão e um monte de menina burra que procura no Google o significado de ser uma mulher.;1;1;0;0;0;0;0;0;0;0;0;0
Com quantos centímetros se destrói uma feminista?;1;1;0;0;1;0;0;0;0;0;0;0
@JessicaaFranca uma coisa é rir e fazer piada, outra coisa é usar da fé pra manipular a opinião dos fiéis e ganhar $. se toca loira burra;1;1;1;0;0;0;0;0;0;0;0;0
Poliana Bagatini, 29 anos, mulher do cantor sertanejo Vitor Chaves, da dupla Victor e Leo, registrou queixa... https://t.co/z9ffAFmp72;0;0;0;0;0;0;0;0;0;0;0;0
A fdp não come carne e quer q vc tb não coma. Chupar meu pau ela não quer;1;1;0;0;0;0;0;0;0;0;0;0
RT @jaaguara: Não é que ninguem te ama, ou você é gorda ou é feia, é simples!;1;1;1;0;0;0;0;0;0;0;0;0
"""A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto."" #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
"se tem uma coisa que eu odeio começa com ""PRE"" e termina com ""TO"" isso mesmo preconceito";1;0;0;1;0;0;0;0;0;0;0;0
Não somos fufas, nada a ver, somos fofas https://t.co/vZEWgzbDgU;1;0;0;0;0;1;0;0;0;0;0;0
"hj eu vi uma gorda tirar as havaianas pra pesar na farmácia e entendi o significado da palavra ""esperança""";1;1;1;0;0;0;0;0;0;0;0;0
hoje em dia até dizer que tem orgulho de ser branco é racismo aff vcs;1;0;0;1;0;0;0;0;0;0;0;0
"@miguelcarvalhu 
Dizer que a ""hegemonia tem os dias contados""? Então não se pode prever o fim de um ciclo? 
Que patéticos...";0;0;0;0;0;0;0;0;0;0;0;0
Ficar definindo significado em tatuagem é coisa de mulheres e tcholas;1;1;0;0;0;0;0;0;0;0;0;0
"#LittleMix ""Jesy é gorda, feia, não tem bunda, não tem destaque nas LM e se parece com a mulher do Chuck"" Amor quem _ https://t.co/Gqs6rUdKwD";1;1;1;0;0;0;0;0;0;0;0;0
RT @vascof87: @carol_moura13 @RitaBranco02 opa, que fufas tratem se;1;0;0;0;0;1;0;0;0;0;0;0
RT @beckttx: @paolabuzzone por isso eu sou sapatao. super indico.;1;0;0;0;0;1;0;0;0;0;0;0
To me achando tão feia e gorda que fico feliz que o crush não me chamou pra sair essa semana.;1;1;1;0;0;0;0;0;0;0;0;0
Escutando músicas sapatão;1;0;0;0;0;1;0;0;0;0;0;0
"RT @DjLuizinho22: @JhullyMelo79 não é sapatão mesmo não, eu errei ...
E traveco mesmo , mó pirocão que tem ";1;1;0;0;0;1;0;0;0;0;0;0
RT @CapitalismoOP: #MamãeEuQuero ter o direto a vida, então por favor não aborte.;0;0;0;0;0;0;0;0;0;0;0;0
... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!;1;0;0;0;0;0;0;0;0;0;1;0
"@catracalivre  
 1) #SerMulherÉ estar onde quiser.
 2) Ser feminista é estar onde a agenda da Esquerda mandar!!!";1;1;0;0;1;0;0;0;0;0;0;0
@fon_sequinha que burra mulher eu levo ele pra vc amanha;1;1;0;0;0;0;0;0;0;0;0;0
@amora_inlove Eu tb, mas, sou uma futurarecemsolteiraaindaapaixonada #foda rs;0;0;0;0;0;0;0;0;0;0;0;0
Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões;1;0;1;0;0;0;0;0;0;0;0;0
RT @heto: cientificamente comprovado. se não curte um pornozinho, não é @homemdeverdade;1;1;0;0;0;0;0;0;0;0;0;0
@TonhoDrinks mas vai um questionamento, Tonho. Será que eles não iam se comportar igual os refugiados cubanos na Flórida?;1;0;0;0;0;0;0;0;0;0;1;0
pt é de satanás lembrem-se sempre https://t.co/vmotieIgIR;0;0;0;0;0;0;0;0;0;0;0;0
Olha bem mulher, eu vou te ser sincero, quero te ver de branco, quero te ver no altar;0;0;0;0;0;0;0;0;0;0;0;0
Deviam deixar os falsos refugiados se lascarem.  Trump tem razão em não querer refugiados nos EUA. Canadá vai se fe _ https://t.co/vdhv1TOyk8;1;0;0;0;0;0;0;0;0;0;1;0
"RT @Egocentricpapi: Mulher que apanha de homem e ainda assim continua com ele é burra!!
Att: Não perguntei nada, é burra e acabou";1;1;0;0;0;0;0;0;0;0;0;0
"Se vc bate em mulher, vc é um covarde de merda. 
Se vc bate nessa mulher, além de covarde, com certeza vc gosta de _ https://t.co/TL1ibsiIL4";1;1;0;0;0;0;0;0;0;0;0;0
"RT @Leandroow3: feliz dia do ""não tenho roupa pra sair""";1;1;0;0;0;0;0;0;0;0;0;0
"Forró que ouvi ontem: ""O homem que não chamar mulher pra dançar agarradinho é boiola e a mulher que não aceitar é sapatão""";1;1;0;0;0;1;0;0;0;0;0;0
Feministas, o mundo é melhor sem vocês;1;1;0;0;1;0;0;0;0;0;0;0
"“Rapefugees”: já começa em Portugal _
https://t.co/2yUoW99sPV 
#Refugees #Refugiados #Portugal";1;0;0;0;0;0;0;0;0;0;1;0
eae seus esquerdopata vão sair pra gastar capital com o que hj?;1;0;0;0;1;0;0;0;0;0;0;0
"POIS É, ATÉ UM CONTINENTE JÁ APARECEU
E O PAI DAS FEMINISTAS NÃO
 #JoaquinResponde https://t.co/46OhFkUegV";1;1;0;0;1;0;0;0;0;0;0;0
"Mulher que fica: ""ai não sou feminista"" tem que ser mt burra msm né pra ir contra algo que defende ELA";1;1;0;0;0;0;0;0;0;0;0;0
"Como ser feminista:
Ser feia e gorda
Pagar peitinho em passeata
Ser peluda
Odiar homens
E achar q isso fará diferença no mundo.";1;1;1;0;1;0;0;0;0;0;0;0
Geisy no Fantástico se deu nota 8! Más noticias Geisy, isso é ilegal, a gente é quem tem que dar a nota. E vc é um 4 ruim !;0;0;0;0;0;0;0;0;0;0;0;0
RT @batman_reaca: Poliamor é desculpa de vagabunda pra fazer rodízio de piroca;1;0;0;0;0;0;0;0;0;1;0;0
Na minha sala só tem viado e sapatão  e a coisa mais engraçada do mundo;1;0;0;0;0;1;0;0;0;0;0;0
"Nossa G1 que preconceito
Ta dizendo que as mulheres são incapazes de fazer um curso mais complexo?
Pq não existe ne _ https://t.co/lTGmoNr7zS";1;1;0;0;0;0;0;0;0;0;0;0
NÃO USO ISSO GOSTO DO TÉTE A TÉTE, CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA, UM AMANTE A MODA ANTIGA  #JoaquinResponde https://t.co/lPfxQzYsMD;1;1;0;0;0;0;0;0;0;0;0;0
"Postei uma foto velha com minha mãe só pelo momento e ela não respondeu pedi o pq e ela ""achei a foto feia, to gorda e feia""";1;1;1;0;0;0;0;0;0;0;0;0
Nesse dia das mulheres seria muito bom vocês pararem de retratar a mulher como louca/ciumenta/burra/frágil;1;1;0;0;0;0;0;0;0;0;0;0
acabei de pagar 20 reais em um carregador pq esqueci o meu. já começando o dia se sentindo a mulher mais burra do brasil;1;1;0;0;0;0;0;0;0;0;0;0
Mesmo a pedidos, me recuso falar do BBB! @homemdeverdade não entra em programinha pra ganhar milhão. A gente ganha na batalha do dia a dia!;1;1;0;0;0;0;0;0;0;0;0;0
RT @LeNaZZo @homemdeverdade nao paga pau. Ele paga uma mocreia para tirar a zica.;1;1;0;0;0;0;0;0;0;0;0;0
"@JhullyMelo79 não é sapatão mesmo não, eu errei ...
E traveco mesmo , mó pirocão que tem ";1;1;0;0;0;0;0;0;0;0;0;0
"O Lula me bloqueou no twitter
Alguém deve ter lido pra ele minhas piadas...";0;0;0;0;0;0;0;0;0;0;0;0
Uma #MulherDeVerdade acredita no amor, mas não vira refém dele.;1;1;0;0;0;0;0;0;0;0;0;0
"mas é claro que eu posso ir pra disney tranquilo
não sou latino, sou branco";1;0;0;1;0;0;1;0;0;0;0;0
Hoje em dia não pode mais praticar genocídio numa igreja que já é racismo;1;0;0;1;0;0;0;0;0;0;0;0
Burra e a mulher que se iludida achando que ele vai larga a Fiel por puta ! ;1;1;0;0;0;0;0;0;0;0;0;0
Falei mal de macho e no DIA DA MULHER tava falando deles mas que burra n é msm;1;1;0;0;0;0;0;0;0;0;0;0
"Os guris de nutrição da minha faculdade são todos iguais 
Branco musculosinho tatuagem maori no braço";0;0;0;0;0;0;0;0;0;0;0;0
Muitas saíram às ruas pedindo a entrada de refugiados e agora não podem andar tranquilas no seu país. _ https://t.co/AgltPLzw1p;1;0;0;0;0;0;0;0;0;0;1;0
sério que ainda tem gente que fica postando foto com a legenda GORDA MESMO, FEIA MESMO.;1;1;1;0;0;0;0;0;0;0;0;0
"KKKKKKKK
menos a prima sapatão
abusada do cacete https://t.co/76wc62FhaW";1;0;0;0;0;1;0;0;0;0;0;0
COISA DE ENRUSTIDO, HOMEM QUE É HOMEM APRECIA O GOSTO NATURAL DA RATA #JoaquinResponde https://t.co/pJjn2Gvmwa;1;1;0;0;0;0;0;0;0;0;0;0
RT @miikaa_assis: quando junta mt sapatao num grupo só n da né;1;0;0;0;0;1;0;0;0;0;0;0
Claro que sim, é só vc não ser um babaca nerds, um valentão da rede, uma mulher imbecil, um hipster freak ou viciado em celebridades.;1;1;0;0;0;0;0;0;0;0;0;0
A Burra da mulher esqueceu o celular no ônibus e ta chorando aqui no busão queria não rir;1;1;0;0;0;0;0;0;0;0;0;0
RT @danversawyer: Quando eu to em dúvida se a mina é sapatao e ela fala que gosta de Anavitoria https://t.co/1TrEFxrypO;1;0;0;0;0;1;0;0;0;0;0;0
@prylliimaa Não querida, vc é burra por falar que mulher só serve pra fazer faxina na casa e cuidar de filho.;1;1;0;0;0;0;0;0;0;0;0;0
que Gorda feia e falsa vai tomar no cu mane;1;1;1;0;0;0;0;0;0;0;0;0
"Se a minha namorada também só tivesse 30 segundos para me responder quando discutimos, evitavam-se tantos problemas
#Oscars";1;1;0;0;0;0;0;0;0;0;0;0
"Eu cresci ouvindo:
""nossa, tu é mulher mesmo?""
""nunca vai ter filhos""
""nunca alguem vai te amar""
""vai ficar pra titia, viu?""
""tu é sapatão?""";1;1;0;0;0;0;0;0;0;0;0;0
Mulher, a coisa mais perfeita do mundo.  Não importa se feia, bonita, gorda magra. Estranha ou esquisita. Mulher se _ https://t.co/kaPW8VUvcZ;1;1;0;0;0;0;0;0;0;0;0;0
RT @joaomhenrique: João Braga esclarece que houve uma troca de envelopes e que afinal adora pretos e paneleiros.;1;0;0;1;0;1;0;0;0;0;0;0
