;text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
1298;"E o @Justiceiro_Sujo do @g1 foi @Desesquerdizada ao vivo pelo @arielmarlin.
Chega desse discurso pra dar uma vida _ https://t.co/DWlUKGe26m";0;0;0;0;0;0;0;0;0;0;0;0
1732;"...senta na mesa e pergunta p/ filho se ele já se masturbou hj, e ele pergunta como foi a transa dela e papai.
Hipócritas! @FernandaLimaBah";0;0;0;0;0;0;0;0;0;0;0;0
208;@milanuness Bem exagerado, fui váarias vezes pra secretaria. Comecei alisar o cabelo na adolescencia, Hj queria te-los cacheados e nao posso;0;0;0;0;0;0;0;0;0;0;0;0
1423;Ter pena de presidiário que custa mais que ESTUDANTE no Brasil? Não mesmo. Tenho pena dos inocentes que acabam nos _ https://t.co/50Ywy7Pio7;0;0;0;0;0;0;0;0;0;0;0;0
2432;@ChagaLuccas @HelderRocha16 vi na página de um gay,ñ estou generalizando,quero dizer q gays não morrem pelo simples fato de ser gay apenas;0;0;0;0;0;0;0;0;0;0;0;0
154;É, POR QUÊ? RT @Patriciakataki    Vc me deixou..! pq??;0;0;0;0;0;0;0;0;0;0;0;0
254;@joaohamu :) lindooooooo, eu que reviso.. da uma lida quando puder;0;0;0;0;0;0;0;0;0;0;0;0
955;democracia é o crl a parada é voltar logo a ditadura pra economia ir pra frente;0;0;0;0;0;0;0;0;0;0;0;0
1218;É preciso travar a islamização da Europa... https://t.co/yQqKWiKNNs;0;0;0;0;0;0;0;0;0;0;0;0
5416;RT @bea_ap18: Até dá gosto sair de casa com este tempo;0;0;0;0;0;0;0;0;0;0;0;0
2213;Terei diversas reuniões este final de semana na Casa Branca do Sul. Grande discurso às 5:00 P.M. em Melbourne, Flór _ https://t.co/y9OoZxOAr4;0;0;0;0;0;0;0;0;0;0;0;0
4095;Não posso ser repórter em Angola, não aguento essas broas! Ia rir na cara das pessoas. https://t.co/JrmnrjLuIz;0;0;0;0;0;0;0;0;0;0;0;0
1938;"Precisamente: sem segurança não há liberdade!
@realDonaldTrump 
@FoxNews 
#pnr https://t.co/3qnmSeM2yj";0;0;0;0;0;0;0;0;0;0;0;0
2106;Furos e até mesmo furos confidenciais ilegais tem sido um problema em Washington há anos. O falido @nytimes (e outr _ https://t.co/wXKcxl4QXL;0;0;0;0;0;0;0;0;0;0;0;0
2065;Ontem fui ver o Benfica. Foi uma grande noite, até ao momento em que tentei entrar em casa e a minha mulher decidiu imitar o Ederson...;0;0;0;0;0;0;0;0;0;0;0;0
287;Qual político covarde bundao eu vou começar a xingar nessas eleições ?;0;0;0;0;0;0;0;0;0;0;0;0
4712;RT @olhosvioleta_: @MaBolsonaria feliz dia da mulher pra ti Lindeza ;0;0;0;0;0;0;0;0;0;0;0;0
2429;@ChagaLuccas @HelderRocha16 Nada justifica uma agressão a homossexuais,e homossexuais se matam entre si por ponto de droga,crimes passionais;0;0;0;0;0;0;0;0;0;0;0;0
1884;Governo Trump tem sido visto com mais confiança que os jornais' https://t.co/PZ7Gs3oyeT https://t.co/8nDT28C1QR;0;0;0;0;0;0;0;0;0;0;0;0
4892;@Direita_blog quem é contra o ISLÃ..defende muito mais a mulher do que qualquer outra feminista;0;0;0;0;0;0;0;0;0;0;0;0
2630;Participei do consultório de família na #NovoTempo com o tema. Criação de criança em sexo neutro. Foi muito bacana. https://t.co/jFBY6lshGn;0;0;0;0;0;0;0;0;0;0;0;0
1312;"Imprensa toda mentiu sobre
1- quem era Trump
2- pesquisas das eleições americanas
3- fake news ""documentos vazados"".
É o desespero batendo.";0;0;0;0;0;0;0;0;0;0;0;0
980;Tem brownie aqui em casa, de calabresa https://t.co/hPvIC3VdLj;0;0;0;0;0;0;0;0;0;0;0;0
3279;"BOA TARDE MOÇADA QUALÉ A BOA DO SABADÃO?
BEBEDERA
ESTUDAR
CHURRASCO
TRABALHAR
ARMAS DE FOGO
IGREJA
PROSTITUTAS
16:00 LINENSE X NOVORIZONTINO";0;0;0;0;0;0;0;0;0;0;0;0
3708;O teu pai nao está em Angola —_ Pois não, neste momento está em Luanda  https://t.co/vimKAUj4pS;0;0;0;0;0;0;0;0;0;0;0;0
4183;RT @MoniqueCheker: Projeto do sen. @acirgurgacz quer limitar atuação do MP no inquérito civil. Trata-se do PLs nº 198/2013, que limita praz _;0;0;0;0;0;0;0;0;0;0;0;0
1083;bom dia só pra quem vai votar no crivella;0;0;0;0;0;0;0;0;0;0;0;0
4772;quando a pessoa é burra demais pra entender que o dia da mulher só foi por causa das lutas feministas https://t.co/exR2A583DT;0;0;0;0;0;0;0;0;0;0;0;0
4766;@Estadao alguem tem que LIMPAR A IMAGEM  da USP né..afinal a maconha e o MARXISMO de esquerda tão destruindo a univ _ https://t.co/8TSnoHdayA;0;0;0;0;0;0;0;0;0;0;0;0
4136;@reasalvagni se fosse vc tinha comido a criança (o romano tbm);0;0;0;0;0;0;0;0;0;0;0;0
783;acho engraçado que vcs falam mal do Ustra mas idolatram Che;0;0;0;0;0;0;0;0;0;0;0;0
4272;Já sou fã dessa mulher que cozinha na telha #MasterchefBR;0;0;0;0;0;0;0;0;0;0;0;0
2963;#SddsDeQuandoEu podia fazer piadas e não sofria censura;0;0;0;0;0;0;0;0;0;0;0;0
2281;"RT @Miguelparaiso23: Roses are Red
Violets are Blue
Pa quê o Jonas
Se temos o 
Mitroglou...";0;0;0;0;0;0;0;0;0;0;0;0
31;@XXXTRABOLD claro! @homemdeverdade não comentou nada porque esteve em algumas horas de luto e reflexão sobre sua obra. Brinde ao Mestre...;0;0;0;0;0;0;0;0;0;0;0;0
3970;RT @luomobli: @CarlosMvrtins @Curate_Angola desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, _;0;0;0;0;0;0;0;0;0;0;0;0
3034;"PARA QUEM NÃO SABE ""AMOR E SEXO"" É AQUELE PROGRAMINHA ""LACRADOR"" QUE APANHA DA PRAÇA É NOSSA NA AUDIÊNCIA. _ https://t.co/5mkhB0Jez8";0;0;0;0;0;0;0;0;0;0;0;0
4344;Nas opiniões segue tudo normal. Fazendo piada de estupro coletivo daquela garota lá dos 33 q a mídia parou de falar e geral esqueceu e pior;0;0;0;0;0;0;0;0;0;0;0;0
1836;Essa piada merece o Twitter não aquela outra rede social;0;0;0;0;0;0;0;0;0;0;0;0
1507;Democracia é o cacete, aqui é a Suprema Corte Britânica, mano! - Brexit https://t.co/BDFTio25qG;0;0;0;0;0;0;0;0;0;0;0;0
5382;CIMBB apresenta guia Beira Baixa – Terras de excelência: https://t.co/IyURbYRQdu;0;0;0;0;0;0;0;0;0;0;0;0
4103;RT @_LAERTO: Até o quebrando o Tabu já ta pedindo desculpas mas tem nego confirmando a história que foi Homicídio https://t.co/wQjTKJWm6S;0;0;0;0;0;0;0;0;0;0;0;0
2111;Aparentemente, as 592 páginas do livro de Cavaco Silva contêm mais enxofre do que os armazéns da Sapec, em Setúbal...;0;0;0;0;0;0;0;0;0;0;0;0
3204;@lavelas o Sporting vai descer de divisão?;0;0;0;0;0;0;0;0;0;0;0;0
3628;"Já Está No Portal ""Music For Angola""
Mboraa Lá Partilhar Pessoal!!
.
Dêem Uma Olhada... 
JAY CEE - NÃO VAI https://t.co/2aqNo19a6Y";0;0;0;0;0;0;0;0;0;0;0;0
1478;A Sharia é o conjunto de leis islâmicas que você não vê o feminismo fazer protestos! Veja alguns pontos da Sharia: https://t.co/SkNQov2IxA;0;0;0;0;0;0;0;0;0;0;0;0
974;Já fiquei com a @FePaesLeme . Várias vezes a noite antes de dormir https://t.co/AbeKa6rgYn;0;0;0;0;0;0;0;0;0;0;0;0
2689;VAGABUNDO CHEGA AGARRANDO AS MENINA SEJEM CAVALHEIROS: OLA TUDO BEM VOCÊ É LINDA SEUS LABIOS DEVEM TER GOSTO DE MÉL VAMOS CONSTITUIR FAMILIA;0;0;0;0;0;0;0;0;0;0;0;0
3662;O meu trabalho sobre Refugiados resume-se à Lady Gaga! Faz sentido? Não!;0;0;0;0;0;0;0;0;0;0;0;0
3988;"O BRASIL NÃO QUER LEGALIZAÇÃO DE DROGAS #STF
Legalização das drogas é rejeitada pela maioria da população... https://t.co/zM4PNOcdaI";0;0;0;0;0;0;0;0;0;0;0;0
956;"aeeeee dilma caiu
ja posso viajar pra miami agora?";0;0;0;0;0;0;0;0;0;0;0;0
2726;"Aumento nos combustíveis: 3 passos à frente, 1 passo atrás, 3 passos à frente...
Assim não há progresso económico.
https://t.co/V7RTmzYA7c";0;0;0;0;0;0;0;0;0;0;0;0
2664;16:25 CUNHADO DA ANA HICKMAN CONTA COMO DESARMOU O PSICOPATA E ACABOU COM A RAÇA DELE. É APLUDIDO DE PÉ. MUITA GENTE CHORANDO (DE EMOÇÃO);0;0;0;0;0;0;0;0;0;0;0;0
4465;Tenho um grande respeito pelas mulheres e os vários papéis que elas representam são vitais para o desenvolv. da nos _ https://t.co/aliHDuzUcL;0;0;0;0;0;0;0;0;0;0;0;0
4631;"Quer ser mulher..mas foi pro alistamento 
Dia Internacional da Mulher
FELIZ DIA DAS MULHERES
#DiaDaMulher _ https://t.co/QRHxWRX3Yh";0;0;0;0;0;0;0;0;0;0;0;0
4364;@girlwithamask1 @DanSouza1988 não dá mesmo, o encanto acabou total! E o engraçado é q ele dizia q quando estava com a Laura em Angola ela;0;0;0;0;0;0;0;0;0;0;0;0
2792;@xismaisxis reparaste na parte dos motivos? E além disso não é o Islão, mas as pessoas que cometem crimes.;0;0;0;0;0;0;0;0;0;0;0;0
4016;DIGNO, enquanto uns mamam no estado... https://t.co/tRCfU4M4Z5;0;0;0;0;0;0;0;0;0;0;0;0
1132;@wesley_alcapone vc viu o motivo?;0;0;0;0;0;0;0;0;0;0;0;0
2791;E a seguir quer provar que o Islão e compatível com estes valores. Enfim. https://t.co/6u01dU02zR;0;0;0;0;0;0;0;0;0;0;0;0
4798;"O que seria ""válido"", então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então.";0;0;0;0;0;0;0;0;0;0;0;0
3678;@pintomondim bardamerda para a Eurovisão!;0;0;0;0;0;0;0;0;0;0;0;0
4819;@reasalvagni @srdeabo bicho, não volto mais pra apple nem fodendo;0;0;0;0;0;0;0;0;0;0;0;0
3093;RT @LuanaPiovaniLP: A corrupta da Dilma recebeu 150 milhões em propina e disse q delação da Odebrecht é um 'insulto à sua honestidade'. Qua _;0;0;0;0;0;0;0;0;0;0;0;0
2522;E porque hoje é quinta-feira, a RTP decidiu entrevistar o Cavaco. Serviço público seria, pelo menos, respeitarem a memória de Zeca Afonso...;0;0;0;0;0;0;0;0;0;0;0;0
5534;Ser presidente é sinal de ser excepcional, vide Temer, Collor, Lula, Sarney, Castelo Branco, Jango, Getúlio, todos _ https://t.co/ZfYzWfP2AQ;0;0;0;0;0;0;0;0;0;0;0;0
935;adorando essa cerimônia, só nao to entendendo esses monte de país subdesenvolvido no meu estádio;0;0;0;0;0;0;0;0;0;0;0;0
4780;Um Governo corrupto, refleti em todos os poderes a total CORRUPÇÃO. Matar Bebês, é a maior CORRUPÇÃO humana.... https://t.co/B03cCscMlN;0;0;0;0;0;0;0;0;0;0;0;0
2086;Bem-vindo aos Estados Unidos @IsraeliPM Benjamin e Sara! #ICYMI Conferência de Imprensa Conjunta: _ https://t.co/J4EulrSr6v;0;0;0;0;0;0;0;0;0;0;0;0
3270;RT @TrumpNervoso: #SouPobreMas tenho juízo... não voto no Lula.;0;0;0;0;0;0;0;0;0;0;0;0
1578;Já era pro ISIS. https://t.co/o54JD6vqmW;0;0;0;0;0;0;0;0;0;0;0;0
3683;RT @iStevenOficial: eu ainda não superei o fim de 2010;0;0;0;0;0;0;0;0;0;0;0;0
837;"não se esqueça que se vc votou na dilma votou no temer tb 
agora n reclama";0;0;0;0;0;0;0;0;0;0;0;0
2851;Desconstrução cultural, identidade masculina Sendo destruída. Artistas criam factóides para aparecerem na... https://t.co/AZFIVhKrXk;0;0;0;0;0;0;0;0;0;0;0;0
51;"@homemdeverdade não fala de boquete, recebe. RT @SarahShoeMe """"Liberdade""... significa falar de boquete como quem fala do clima....""";0;0;0;0;0;0;0;0;0;0;0;0
4729;A @gleisi fazer greve...não trabalhar..É um alívio para o BRASIL... já que ela só faz atrapalhar o país mesmo. Devo _ https://t.co/EzKOlbn8YF;0;0;0;0;0;0;0;0;0;0;0;0
1299;Imagina se fosse um dossiê sobre os hábitos sexuais da Hillary... o que ia ter de sjw achando um absurdo o machismo cristão conservador.;0;0;0;0;0;0;0;0;0;0;0;0
3933;RT @adoromatarvacas: as crianças estão a ser educadas, se muita gente tivesse sido educada não pensariam que as crianças viram homossexuais _;0;0;0;0;0;0;0;0;0;0;0;0
1765;"Nas redes sociais, as ativistas criaram uma ""vaquinha"" para ajudar no pagamento das dívidas. Até a publicação... https://t.co/x7laK54K62";0;0;0;0;0;0;0;0;0;0;0;0
2560;Parabéns!!! Cidade de #Ariquemes na luta contra a ideologia de gênero.A sociedade se organizou para apoiar o... https://t.co/bc9PCAI5HN;0;0;0;0;0;0;0;0;0;0;0;0
5027;@BolsonaroSP as mulheres de esquerda estao envolvidas na corrupção da petrobras, roubo de aposentadoria de idosos e _ https://t.co/HiwGrFDaMk;0;0;0;0;0;0;0;0;0;0;0;0
486;vcs sabem como minhas irmãs fazem para saber q estão grávidas? enfiam uma banana na xana, se voltar mordida é porque estão.;0;0;0;0;0;0;0;0;0;0;0;0
2375;UÉÉÉ.... Não são direitos iguais? Não lutam por igualdade? Ou é só a igualdade dá conveniência?  Quando essas... https://t.co/RjcvpzPM8b;0;0;0;0;0;0;0;0;0;0;0;0
4574;"@jdoriajr 
Doria deveria largar o PSDB e se lançar Presidente pelo @partidonovo30 
Chega de partidos políticos de velhos caciques e coronéis";0;0;0;0;0;0;0;0;0;0;0;0
631;@karlariane eu tiro o print pq se pegar link é perigo de apagarem;0;0;0;0;0;0;0;0;0;0;0;0
1131;Freixo perdeu. Bandidagem chora;0;0;0;0;0;0;0;0;0;0;0;0
1847;Dia 14 está a chegar https://t.co/WScYnE6PDh;0;0;0;0;0;0;0;0;0;0;0;0
2467;RT @PastorMalafaia: UM LEITOR DISSE: a democracia no Brasil presupõe q você ñ tem direito a opinião, a ñ ser, q concorde com a ideologia de _;0;0;0;0;0;0;0;0;0;0;0;0
4523;Feliz dia das mulheres @RachelSherazade, certamente a principal voz feminina na TV;0;0;0;0;0;0;0;0;0;0;0;0
2526;CHOROU NO BANHO https://t.co/cdgXLHfYED;0;0;0;0;0;0;0;0;0;0;0;0
2236;ÁS VEZES O SALÁRIO POUCO IMPORTA QUANDO A GENTE TRABALHA SENTINDO PRAZER https://t.co/JguY8eeq7n;0;0;0;0;0;0;0;0;0;0;0;0
177;@agdabritto Sei lá, inventei agora.. #catita hahaha;0;0;0;0;0;0;0;0;0;0;0;0
3477;RT @JanainaDoBrasil: 12- estou falando de empresários e grupos milionários, que se beneficiam de financiamentos que, a meu ver, deveriam se _;0;0;0;0;0;0;0;0;0;0;0;0
2487;@CapitalismoOP vishii.. eu tive q entrar pelo google, digitar facebook. depois de algumas tentativas consegui entrar na minha conta..ufa;0;0;0;0;0;0;0;0;0;0;0;0
1067;Eu ganho menos do que o sr, q ganha 33 mil por mês. Favor transferir minha parte do seu salário até sexta. Grato. https://t.co/1y35PYsVbQ;0;0;0;0;0;0;0;0;0;0;0;0
2090;RT @numiweb: Também queremos ver os sms do Paulo Portas sobre o negócio dos submarinos;0;0;0;0;0;0;0;0;0;0;0;0
338;"""Eu sou aquela mulher que fez a escalada da montanha da vida, removendo pedras e plantando flores."" #MulherDeVerdade";0;0;0;0;0;0;0;0;0;0;0;0
1929;RT @eloisioalmeida: @Justiceiro_Sujo Me mostre um patrulheiro(a) do politicamente correto e eu te mostro um hipócrita;0;0;0;0;0;0;0;0;0;0;0;0
679;@karlariane só matando miga;0;0;0;0;0;0;0;0;0;0;0;0
3119;Refugiados não passam de 0.3% da população do planeta. https://t.co/0gyeBrx7mj;0;0;0;0;0;0;0;0;0;0;0;0
890;RT @jpintocoelho60: Esperança na vitória do #Brexit e no efeito dominó sobre a aberrante UE. @UNIAOEUROPEIA  não! Europa das Nações sim! ht _;0;0;0;0;0;0;0;0;0;0;0;0
938;RT @viktortora: Intervenção de João Pais do Amaral https://t.co/iL7ozWmrwE;0;0;0;0;0;0;0;0;0;0;0;0
1976;Jantar de negócios a noite com o Primeiro Ministro do Japão Abe e seus representantes na Casa Branca de Inverno (Ma _ https://t.co/M9r9tl469m;0;0;0;0;0;0;0;0;0;0;0;0
2661;"MINUTO A MINUTO CAMAROTE GLACIAL JOAQUIN TEIXEIRA:
16:08 GUGA CHACRA CRITICA TRUMP E É VAIADO
16:09 VIN DIESEL CONVIDA BARANGA PARA ALMOÇAR";0;0;0;0;0;0;0;0;0;0;0;0
3968;@Jgdm1965 não fosse o Benfica e ainda teria os dentes desalinhados...;0;0;0;0;0;0;0;0;0;0;0;0
2434;Serão necessários quase 40 anos-luz p/ chegar aos novos planetas descobertos pela NASA. Se 1 mês de luz já é uma fortuna, imaginem 40 anos!;0;0;0;0;0;0;0;0;0;0;0;0
4548;"RT @ativismodesofa: #EuParo pq feminicídios ainda são noticiados com chamadas que dizem ""por amor"", ""por ciúme"" ou ""crime passional"". O cer _";0;0;0;0;0;0;0;0;0;0;0;0
2040;Atraído pelo forte cheiro a enxofre, Passos Coelho deslocou-se esta manhã a Setúbal. Como não encontrou o Diabo, vingou-se no choco frito.;0;0;0;0;0;0;0;0;0;0;0;0
2173;Ansioso para o comício na Flórida amanhã. Grande multidão à vista! https://t.co/o1dNXUmImW;0;0;0;0;0;0;0;0;0;0;0;0
4359;@mvsmotta eu vivi o impeachment do Collor, meus pais me levavam em protesto hahahahahahah;0;0;0;0;0;0;0;0;0;0;0;0
2500;RT @mvsmotta: Jandira Feghali está passando na sua timeline. https://t.co/JGESoKSEQ2;0;0;0;0;0;0;0;0;0;0;0;0
4070;RT @FlavioBolsonaro: Ele já foi respondeu por pedofilia e agora será processado por calúnia, contida dentro da igreja! https://t.co/E1ALBef _;0;0;0;0;0;0;0;0;0;0;0;0
3202;Aos poucos vamos acabando com essa tentativa de destruir nossa democracia.#ForaComunismo https://t.co/lGKB7vjMjn;0;0;0;0;0;0;0;0;0;0;0;0
1632;"Triste verdade que tantos teimam em não querer ver.
Quanto mais tarde se reverter a situação, mais difícil será. _ https://t.co/Qsfabbywwj";0;0;0;0;0;0;0;0;0;0;0;0
4223;RT @RumoCertoSim:  Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da Corrup _;0;0;0;0;0;0;0;0;0;0;0;0
1790;Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus;0;0;0;0;0;0;0;0;0;0;0;0
2416;Acho que agora ela se perdeu de vez..Kkkkkkkkk que dó.... https://t.co/gt6t4iRyYv;0;0;0;0;0;0;0;0;0;0;0;0
767;pt é de satanás lembrem-se sempre https://t.co/vmotieIgIR;0;0;0;0;0;0;0;0;0;0;0;0
1937;"Constroem obstáculos dentro das nossas casas em vez de expulsarem a serpente islâmica. Vergonha! 
https://t.co/Nv1Iti6pdq";0;0;0;0;0;0;0;0;0;0;0;0
3029;Cadê a caridade muçulmana? Emirados Árabes não recebem refugiados?;0;0;0;0;0;0;0;0;0;0;0;0
3526;DT (((Ana Gomes, MEP))): RT Maka Angola: Bento Kangamba Não Tem Juízo https://t.co/IT7BknsvtI https://t.co/5UK5X6w8JX;0;0;0;0;0;0;0;0;0;0;0;0
3360;Eu argumentando com um sujeito que acredita que a crise dos refugiados é a pobreza e não o projeto de califado. Desisti de argumentar;0;0;0;0;0;0;0;0;0;0;0;0
1193;"Uma delegação do PNR, Paula Rocha, @rpsantos1970 e @jpintocoelho60, foi recebida na Assembleia Municipal de Lisboa. 
https://t.co/x3CYuHQSqH";0;0;0;0;0;0;0;0;0;0;0;0
138;não! 1 coisa ñ elimina a outra! RT @Quase_Gay @agdabritto ain menina tenho entrevista d emprego semana que vem, vou sair da prostituição #rs;0;0;0;0;0;0;0;0;0;0;0;0
1769;"O @ibelongjb merece parabéns por dar uma @Desesquerdizada no @Justiceiro_Sujo do @tommoskyfalls
Da série ao vivo™_ https://t.co/py30uxfU7p";0;0;0;0;0;0;0;0;0;0;0;0
3729;Bem Os Paises Socialistas São Angola, Cuba, Venezuela e Coreia Do Norte @prof_igor_hist Quer Dizer Que Não São Ditaduras Militante Petista ?;0;0;0;0;0;0;0;0;0;0;0;0
4055;Fiz um pequeno ajuste nessa capa da @VEJA https://t.co/0Bbsisz5Po;0;0;0;0;0;0;0;0;0;0;0;0
4658;O maior prazer de uma mulher inteligente, é fazer-se de burra perante um burro que se faz de inteligente;0;0;0;0;0;0;0;0;0;0;0;0
2134;@mrsquintas @cmrjpita @carneiro_andre @Lazarus605forte Bom dia Sexta Feira! Qual é o livro do dia?;0;0;0;0;0;0;0;0;0;0;0;0
1209;"Quem tem medo do PNR?
https://t.co/3GZ09ItsB3";0;0;0;0;0;0;0;0;0;0;0;0
2377;Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGj https://t.co/86k040geGI;0;0;0;0;0;0;0;0;0;0;0;0
1463;"@fcancio 
Tão ""tolerantes"" o democratas, mas não sabem perder. Os hipócritas ressabiados vão esgotar o medicamento https://t.co/sEsLcWaILG";0;0;0;0;0;0;0;0;0;0;0;0
3339;"Da série: imagina se fosse ao contrário.
Ah, se fosse o Olavo, ou qualquer Direitista segurando desenho desse níve _ https://t.co/up6ZaIBA7c";0;0;0;0;0;0;0;0;0;0;0;0
5087;RT @gaviaochis: Golpe do Troco, bem na hora que o meliante pega o troco, esconde uma nota no meio da carteira e diz para a atendente que o _;0;0;0;0;0;0;0;0;0;0;0;0
4800;NÃO FOI 7X1 PORQUE O DAVID LUIZ SAIU DO P.S.G.;0;0;0;0;0;0;0;0;0;0;0;0
2352;O politicamente correto é algo completamente doentio, cogita até homem menstruar. https://t.co/OiUg6vHh4c;0;0;0;0;0;0;0;0;0;0;0;0
1855;"RT @jpintocoelho60: Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@netanyahu @realDonal _";0;0;0;0;0;0;0;0;0;0;0;0
2850;O que essa juventude está fazendo com essa tal liberdade? Confundindo com libertinagem. Quanto mais se faz... https://t.co/Dw4OZ8xPQS;0;0;0;0;0;0;0;0;0;0;0;0
1184;@ronizeppelin pode crer, ofensivo isso;0;0;0;0;0;0;0;0;0;0;0;0
3254;"É legal pra um presidente ""grampear"" uma corrida presidencial antes de uma eleição? Negado pelos tribunais hoje mai _ https://t.co/UUHy8AMFcr";0;0;0;0;0;0;0;0;0;0;0;0
2756;RT @sexualinatural: Uma oportunidade imperdível pra quem está na região.@marisa_lobo @prarleilopes @um_novovencedor @SarahSheeva https://t. _;0;0;0;0;0;0;0;0;0;0;0;0
2113;@dieaug Não tinha espaço para palavra vazamentos. Contamos com a compreensão dos leitores ao usar a palavra furos. Agradecemos de vdd a msg!;0;0;0;0;0;0;0;0;0;0;0;0
267;@amora_inlove Excelente, parabéns! E que venham as mudanças! www.morangoexpress.blogspot.com/;0;0;0;0;0;0;0;0;0;0;0;0
925;RT @gabwhenicome: esse tt @direitafalando é o melhor JAJDKDKD;0;0;0;0;0;0;0;0;0;0;0;0
3969;RT @LumiereCardoso: Concluindo: No fundo, a Disney só quer mais audiência, competição tá dura. Na minha família isso já não se assiste http _;0;0;0;0;0;0;0;0;0;0;0;0
5327;Eu com a mais linda no meu branço;0;0;0;0;0;0;0;0;0;0;0;0
309;O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!;0;0;0;0;0;0;0;0;0;0;0;0
4977;"pré adolescente?
tenho idade pra ser teu pai
só não sou pq uso camisinha https://t.co/GM9KKDoj8P";0;0;0;0;0;0;0;0;0;0;0;0
4839;Eu não me importo se a pessoa é magra gorda feia bonita se é de humanas ou exatas, se ela me tratar bem eu vou retribuir da mesma forma;0;0;0;0;0;0;0;0;0;0;0;0
3943;@lim44ndre sim, coloquei na ordem de serem mais pesados mesmo;0;0;0;0;0;0;0;0;0;0;0;0
1166;"apesento-lhes novo recurso muito usado na internet hj em dia
 I R O N I A  https://t.co/nA1jnPaQqJ";0;0;0;0;0;0;0;0;0;0;0;0
2981;@g1 Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.;0;0;0;0;0;0;0;0;0;0;0;0
3666;E parar de chantagem! https://t.co/Ltxio8iqL5;0;0;0;0;0;0;0;0;0;0;0;0
1991;"AVISO DA PROTECÇÃO CÍVIL:
Surto de cotovelite em Moreira de Cónegos";0;0;0;0;0;0;0;0;0;0;0;0
4040;@vanzkafka então, mas o Vaticano se perdeu em politicagem barata, hj a vontade de Cristo importa menos que o número de fieis;0;0;0;0;0;0;0;0;0;0;0;0
4226;Mal posso esperar pra ver a mulher do ES chegar na cozinha do #MasterChefBR com suas panelas de barro;0;0;0;0;0;0;0;0;0;0;0;0
4756;ESSE P.S.G. É UM SÃO CAETANO QUE FALA FRANCÊS;0;0;0;0;0;0;0;0;0;0;0;0
4682;"Por um mundo com mais:
#MeuAmigoSecreto
#NãoÀCulturaDoEstupro
#FeminicídioNão
#NenhumaAMenos
Celebremos o #DiaInternacionaldaMulher.";0;0;0;0;0;0;0;0;0;0;0;0
3633;RT @jairbolsonaro: Quando souberam que gravaria entrevista 2 jornais desistiram de me ouvir nessa semana. Será pq? ;0;0;0;0;0;0;0;0;0;0;0;0
1063;"vamos impedir que o #Frouxo ganhe galera
prefiro crente batendo na minha porta de manhã do que bandido pulando o muro à noite";0;0;0;0;0;0;0;0;0;0;0;0
2004;Caramba hein, agora vai... https://t.co/tZrQjMvLaU;0;0;0;0;0;0;0;0;0;0;0;0
758;não conheço a proposta de lei mas se veio do bolsonaro eu apoio;0;0;0;0;0;0;0;0;0;0;0;0
517;acho que o cara da redação do Enem deveria perder pontos pq não ficou claro o sabor do miojo;0;0;0;0;0;0;0;0;0;0;0;0
4012;Estou trabalhando num sistema onde haverá competitividade na Indústria de Remédios. O preço para o povo americano s _ https://t.co/uNS6lVHht0;0;0;0;0;0;0;0;0;0;0;0;0
1306;Melhor diálogo da internet https://t.co/AMclhZJu9O;0;0;0;0;0;0;0;0;0;0;0;0
3632;RT @Chiiaritta: @Curate_Angola e não tem segredo, basta explicar a elas q o amor n tem limites de raças, etnia, género, físico e etc. isso _;0;0;0;0;0;0;0;0;0;0;0;0
480;Sr. @PastorMalafaia gostaria q lesse minha humilde e desesperada carta. http://t.co/VmFpuwaz n quero ir pro inferno! q faço c meus escravos?;0;0;0;0;0;0;0;0;0;0;0;0
3634;"Quem se subjuga ao pensamento único, vive condicionado.
Quem recusa a infâmia dessa agenda, vive livre!
https://t.co/1jEwbUXVJk";0;0;0;0;0;0;0;0;0;0;0;0
256;@MarleneBicalho OI, Madry, dá uma fuçada lá, primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com (eu reviso);0;0;0;0;0;0;0;0;0;0;0;0
3229;E os nazistas não eram os únicos, não. Tivemos personagens preconceituosos no Brasil. Pessoas públicas que delataram judeus refugiados...;0;0;0;0;0;0;0;0;0;0;0;0
1544;Assim, sim. Um homem determinado e cumpridor. Força #TrumpPresident https://t.co/anW8LopFgs;0;0;0;0;0;0;0;0;0;0;0;0
4816;"Quem é contra redução da maior idade penal?
-PSOL e PT
O cidadão poderia ter uma arma pra se defender. quem foi c _ https://t.co/1T8cNuWCDb";0;0;0;0;0;0;0;0;0;0;0;0
